N,P,K,temperature,humidity,ph,rainfall,label_es
36,67,20,20.390783119999998,60.475289310000001,6.9240423720000006,53.315085719999999,lenteja
28,70,21,25.390383960000001,60.498965900000002,7.437373666,39.183745049999999,lenteja
12,71,19,24.910796380000001,60.713674269999999,7.1426110560000016,42.197403970000003,lenteja
22,68,16,27.704968050000002,63.209150340000001,7.7467237600000001,37.461607270000002,lenteja
26,66,22,18.064861010000001,65.103435399999995,6.3004794139999998,51.549228249999999,lenteja
16,65,16,18.130277970000002,62.458516119999999,6.0787241070000002,50.612852099999998,lenteja
14,59,22,23.82723528,67.898152620000005,6.7666066799999998,46.907250769999997,lenteja
33,59,19,23.193053330000001,62.747107730000003,7.6410241770000003,49.552133079999997,lenteja
21,63,17,25.089661289999999,68.175431020000005,6.5596818380000004,41.454866189999997,lenteja
0,69,21,25.86928193,61.883210720000001,7.0729233059999999,36.682840380000002,lenteja
10,75,17,18.439660369999999,68.053949590000002,7.7321947879999993,39.009921370000001,lenteja
30,61,18,27.14911056,67.026643370000002,6.157782589,52.508127010000003,lenteja
0,74,17,23.333758530000001,64.505157760000003,7.2409884010000001,47.01510708,lenteja
35,74,22,26.723001400000001,62.968418329999999,6.8989057989999996,42.872748970000004,lenteja
7,63,24,19.55750776,64.452683089999994,6.8186810860000016,53.046694160000001,lenteja
9,56,17,26.13708256,66.772920900000003,6.2619378750000001,46.48280681,lenteja
14,74,15,27.999903459999999,65.576533729999994,6.4930368679999999,49.940430640000002,lenteja
14,76,20,29.059411619999999,62.106523639999999,7.0424746789999997,36.501136600000002,lenteja
36,65,16,25.71269843,64.112333300000003,7.6920136570000004,50.17067771,lenteja
28,67,21,21.797926489999998,63.730860649999997,6.2509942229999993,46.623702219999998,lenteja
28,79,16,24.706264319999999,60.268541829999997,6.0521848810000005,53.124429249999999,lenteja
40,61,22,20.94981756,65.810875699999997,7.0022160439999999,44.239130119999999,lenteja
10,70,19,24.84918386,68.98088448,7.2724276379999999,41.61080544,lenteja
12,80,19,21.910410450000001,65.216624670000002,5.962001484,36.102113709999998,lenteja
37,77,20,25.933819639999999,68.705330219999993,7.0805060009999998,51.023727729999997,lenteja
0,67,22,29.821121120000001,69.407320900000002,6.5937983870000005,51.564610819999999,lenteja
7,73,25,27.521855909999999,63.132152589999997,7.2880566199999999,45.208410710000003,lenteja
10,56,18,27.99627907,68.642859299999998,7.3271097200000002,46.105851909999998,lenteja
39,70,15,20.767747830000001,63.90164154,6.3663557810000002,47.927155200000001,lenteja
26,56,22,23.052764440000001,60.424785999999997,7.0111212160000003,52.602852589999998,lenteja
9,77,17,21.658457769999998,63.583371460000002,6.2807255489999996,38.076594139999997,lenteja
4,59,19,26.25070298,67.627796520000004,7.621494566,40.810629900000002,lenteja
34,73,15,20.971952630000001,63.831798890000002,7.6304240829999994,53.102078890000001,lenteja
33,77,15,23.897364060000001,66.321020480000001,7.8022124369999997,40.745367569999999,lenteja
2,24,38,24.55981624,91.635362360000002,5.9229355129999997,111.9684622,granada
6,18,37,19.65690085,89.937010229999999,5.9376495779999994,108.0458926,granada
8,26,36,18.783596079999999,87.402476699999994,6.8047811060000001,102.5184759,granada
37,18,39,24.146962800000001,94.511066200000002,6.4246706140000001,110.23166329999999,granada
0,27,38,22.445812660000001,89.901470270000004,6.7380162210000005,109.3905998,granada
31,25,38,24.96273236,92.405014230000006,6.4973666770000005,109.4169192,granada
21,21,38,22.5526059,89.325948599999975,6.3276737650000001,104.8955643,granada
6,30,40,22.770356079999999,91.454985269999995,6.3613744600000004,106.96592010000001,granada
25,27,41,19.200903780000001,94.276595959999995,6.9235093710000015,108.0423555,granada
15,11,38,23.128082259999999,92.683283579999994,6.6306460829999994,109.39301570000001,granada
14,5,36,24.926390649999998,85.190980789999998,5.8325258529999999,104.7693804,granada
16,10,41,24.77464458,85.636086879999993,6.7389939539999997,105.75958110000001,granada
36,7,37,19.867118399999999,86.355902060000005,5.7824355670000003,108.31688579999999,granada
4,20,41,24.26601316,93.797406100000003,6.5370427170000003,104.5375109,granada
29,22,40,23.62600218,89.732666949999995,6.1451044010000002,107.6836871,granada
16,15,42,19.67832052,89.089357019999994,6.8907840450000002,108.5468633,granada
18,27,41,22.365093949999999,92.308823910000001,7.1753443280000004,104.8216333,granada
11,18,42,21.57936934,94.882677279999996,5.9385287440000001,102.8593382,granada
5,15,38,18.26233221,88.167791289999997,5.7093804720000003,108.0756727,granada
18,23,44,23.71028128,89.617941650000006,6.184400085,105.64999070000002,granada
9,8,40,22.48720144,89.922488299999998,6.5535096729999998,111.6631582,granada
40,27,45,21.660249800000006,94.79397419,5.8856381850000004,112.4349689,granada
22,23,44,20.130371749999998,89.315051370000006,6.1438746910000015,107.34169129999999,granada
9,16,39,18.41164435,91.119272480000006,6.1011989739999999,105.1834976,granada
12,29,40,19.682911730000001,89.752729990000006,6.5940371349999998,111.2818551,granada
0,17,42,23.202425860000002,91.194426710000002,6.8598408210000015,109.0946323,granada
2,21,44,18.921571969999999,87.312903419999998,6.5689340600000001,102.8013275,granada
28,6,40,22.106213870000001,91.340396159999997,6.7698556639999996,106.8704803,granada
8,23,44,18.474124020000001,89.689196640000006,7.1308379310000003,108.4758509,granada
29,16,36,19.810694470000001,88.929442539999997,5.7403380020000006,102.860084,granada
17,18,43,24.488084400000002,90.836872459999995,5.8430054279999997,103.19693409999999,granada
34,21,42,18.759276790000001,89.934575969999997,6.6486872739999985,111.0196744,granada
21,23,42,19.541280629999999,90.297517959999993,6.902751061,104.37398779999999,granada
25,17,40,18.912512450000001,87.749385239999995,6.6080238720000004,111.28005159999998,granada
8,25,36,19.913305229999999,94.950313679999994,6.8285223750000004,104.0277061,granada
26,18,42,19.72620525,89.649341660000005,6.9103749189999997,108.22872759999998,granada
4,19,42,23.83185873,87.84034604,6.3066055280000004,111.2232716,granada
36,24,41,24.944676319999999,94.257026719999999,7.0091803739999996,103.87993470000001,granada
5,24,40,24.692257999999999,93.870300880000002,6.2979075789999985,104.67354539999999,granada
19,17,39,24.724855770000001,85.560831870000001,6.728599215,111.2787584,granada
39,30,38,20.126449210000001,87.596296249999995,6.9651567379999992,108.065579,granada
5,29,44,21.024329430000002,93.056950499999999,5.5780957449999997,104.78470059999999,granada
4,24,43,22.404235369999999,88.1508343,7.1995042729999996,109.8695196,granada
38,21,35,20.33691147,89.38003827,5.8413671870000003,110.9653137,granada
37,11,36,24.247796149999999,85.560333119999996,6.7101432660000002,106.9216033,granada
9,25,41,24.815301439999999,91.908429920000003,5.9727148570000006,109.2853418,granada
29,22,43,19.663297679999999,87.951581289999993,5.5618518310000002,106.03808050000001,granada
5,21,38,22.433779909999998,90.3396556,6.1070548079999991,112.45969700000001,granada
22,26,38,22.920523070000002,85.129121609999999,6.9880353150000003,110.2437841,granada
4,18,37,22.918431720000001,85.406950440000003,7.13147457,106.2817706,granada
21,6,41,24.882444670000002,89.396862189999993,7.0869476870000003,107.19517070000001,granada
29,21,45,23.409815389999999,93.132769999999994,6.749260456,105.2240743,granada
23,5,44,21.20725375,94.263047169999993,7.1630046700000003,107.5660804,granada
13,7,43,18.20230419,91.122821619999996,7.0134815149999996,109.66239740000002,granada
5,13,37,22.34375696,89.787034500000004,5.6482436489999985,103.31830739999999,granada
27,24,41,24.327701340000001,90.88292835,6.6102511860000002,110.4606459,granada
7,23,35,19.75088482,88.716911569999994,7.0543138229999993,102.5538035,granada
12,20,39,19.86173586,86.19740917,6.0269993260000003,111.02179289999999,granada
4,19,43,18.071329630000001,93.145548759999997,5.7794274020000005,106.3602023,granada
3,9,45,23.891625609999998,89.618502030000002,6.5352442509999999,104.61752199999999,granada
1,27,36,23.985987560000002,93.342365819999998,5.6849952349999997,104.991282,granada
23,30,44,20.938929160000001,85.429128689999999,6.1247610799999999,103.0295938,granada
24,21,42,20.82210727,87.228156819999995,6.9990143790000001,109.44299340000001,granada
13,30,37,20.864749440000001,91.617936360000002,6.2771487710000002,106.8685636,granada
40,11,44,24.458400359999999,86.108746139999994,6.3223960270000008,111.3779693,granada
21,9,40,24.51147697,90.644987150000006,5.9564018279999997,105.6209954,granada
3,27,44,24.568112039999999,92.03009222,6.5913027970000009,110.9633894,granada
40,29,42,24.632287089999998,89.015744549999994,7.1040949290000004,110.6956184,granada
14,25,40,20.073865470000001,90.978197120000004,6.407872061,103.7084055,granada
38,14,37,21.805230510000001,94.636128580000005,6.658402594,102.6488846,granada
34,9,36,22.812264500000001,86.342337670000006,6.2760389610000002,110.4432293,granada
32,14,37,22.730312529999999,88.485678559999997,6.8252562360000004,104.6843243,granada
18,21,35,23.2801227,94.943304569999995,6.3685605220000001,111.1382096,granada
8,23,38,19.30106297,87.177517199999997,7.0054107339999998,105.47665910000001,granada
15,6,41,19.008706700000001,88.837681489999994,6.8973684770000006,108.6793978,granada
0,5,36,24.35193812,90.88612388,6.1529065020000004,105.529185,granada
22,9,44,24.722355390000001,88.876512950000006,5.7443616020000006,112.1926517,granada
14,8,43,21.92513945,94.464853120000001,7.0516549240000002,111.71620159999998,granada
31,11,45,24.839544140000001,86.887380759999999,6.0346129279999996,107.6435771,granada
39,17,45,18.09691127,90.421773790000003,6.9244907310000015,104.88188999999998,granada
10,5,42,20.24104904,91.087068220000006,6.8870059970000002,109.2537734,granada
8,28,38,23.225940000000001,94.429713620000001,6.8444019000000003,105.6917856,granada
32,13,42,23.50128217,92.975275460000006,5.7860580320000006,106.61905,granada
18,9,40,19.446230849999999,89.021270450000003,5.6271862570000009,106.1606833,granada
20,27,41,20.513434839999999,92.516759030000003,5.7000886629999998,110.5764023,granada
39,25,36,18.902230320000001,94.998975369999997,5.5678051850000001,107.61032109999999,granada
20,7,45,18.905923189999999,89.241268079999998,6.0778860119999996,112.47509410000001,granada
11,10,45,22.63045168,88.455771580000004,6.3979956089999996,109.0357597,granada
40,18,43,19.386038150000001,86.790584960000004,5.7673725390000001,109.91309840000002,granada
3,26,39,24.383189649999998,91.194315549999999,7.0799732410000003,103.6012114,granada
9,16,36,23.779890259999998,92.933869029999997,5.8933323779999993,106.977723,granada
30,20,38,22.598901739999999,93.163439420000003,7.0582225960000002,110.0932899,granada
40,9,41,24.377667819999999,85.401711800000001,5.7827069499999997,106.128338,granada
40,30,35,20.892732729999999,91.077769770000003,6.2696639629999993,104.4407083,granada
32,25,35,18.09903225,85.707862820000003,5.892913826,107.0050976,granada
33,23,45,20.002189869999999,85.836181909999993,7.1165388829999996,112.337046,granada
4,14,41,19.851393259999998,89.807323350000004,6.4301634810000001,102.8186358,granada
13,17,45,21.254336070000001,92.650589359999998,7.1595209789999998,106.2784673,granada
39,24,39,23.653741060000002,93.326575039999994,6.4312657370000004,109.8076178,granada
8,28,37,23.88404783,86.206138420000002,6.082571701,108.31217890000001,granada
91,94,46,29.367923659999999,76.249001010000001,6.1499340340000002,92.828409109999996,banano
105,95,50,27.333689939999999,83.676751969999998,5.8490760990000004,101.0494791,banano
108,92,53,27.40053601,82.962213059999996,6.2768003229999998,104.9378,banano
86,76,54,29.315907500000002,80.115857050000002,5.9268247540000001,90.109781280000007,banano
80,77,49,26.05433004,79.396545309999993,5.5190884230000004,113.2297373,banano
93,94,53,25.866324079999998,84.423792689999999,6.0791787879999992,114.5357503,banano
90,92,55,27.009320840000001,80.185467979999999,6.1346558800000004,97.325317049999995,banano
108,89,53,29.550548169999999,78.067628459999995,5.8084976039999985,99.344822379999997,banano
108,88,55,26.28845991,83.390039000000002,5.8914581070000001,113.8729798,banano
105,77,52,29.162265510000001,76.161515620000003,5.8166224789999985,100.0075679,banano
118,88,52,28.650039450000001,82.68752542,5.8431631610000005,98.750843660000001,banano
101,87,54,29.073111319999999,76.500452210000006,6.3767566329999994,100.1692639,banano
95,75,50,28.081660930000002,75.264298210000007,5.6236156870000009,118.27618940000001,banano
106,85,53,27.199459699999998,78.808606799999978,5.9150550900000001,99.724308350000001,banano
86,95,49,28.054841459999999,78.046028870000001,6.4587148790000004,108.39571789999999,banano
83,79,55,25.147480059999999,83.346881929999995,5.565028635,98.666794269999997,banano
85,95,47,25.940190179999998,78.342209800000006,6.2118331610000004,119.84797,banano
109,79,45,27.66752761,79.685427820000001,6.4900744289999999,108.66464000000001,banano
100,76,45,25.567030119999998,75.940676920000001,5.5902360250000003,102.7867717,banano
117,86,48,28.695620099999999,82.541958390000005,6.2252252389999985,116.1616839,banano
114,94,53,26.335448530000001,76.853200599999994,6.1907574589999985,118.6858263,banano
110,78,50,25.937301860000002,78.89864446,5.9155689679999996,98.217475280000002,banano
94,70,48,25.136865190000002,84.883944069999998,6.1951524420000004,91.464424910000005,banano
80,71,47,27.505276510000002,80.797839980000006,6.1563734989999999,105.0776992,banano
114,79,51,26.210092459999998,82.344294579999996,6.3131972039999997,112.0700033,banano
88,78,45,29.104034550000002,79.195886290000004,6.3242700889999997,92.078357609999998,banano
112,73,48,29.244063800000006,77.32017166,5.7074889870000005,90.667278679999995,banano
117,76,47,25.562021730000001,77.382290060000003,6.1192160089999996,93.102471829999999,banano
111,87,48,26.3985515,81.360289019999996,5.5714011689999996,98.167520010000004,banano
89,83,47,28.095776430000001,77.795867689999994,5.6312716600000003,109.5408614,banano
93,91,47,27.84767901,83.311107509999999,6.1012415789999999,117.2878912,banano
92,81,52,27.393415539999999,81.465483300000002,6.4381372789999984,94.311020569999997,banano
105,74,45,25.14517635,81.382041040000004,6.0983691220000003,119.218154,banano
102,71,48,28.654562630000001,79.286936870000005,5.6952678220000008,102.46337750000001,banano
94,91,51,29.16093424,76.674842330000004,5.6180944460000015,109.57594400000001,banano
116,71,47,27.572780640000001,82.063887800000003,6.4357857989999996,91.342765069999999,banano
117,79,49,25.409098960000001,82.362080969999994,6.1766442279999998,112.9794804,banano
119,72,55,25.990695209999998,83.339831160000003,6.2206436710000004,112.0777152,banano
99,73,53,26.290390460000001,81.060037780000002,5.8717022110000014,118.6730366,banano
91,84,52,29.148272110000001,78.710248359999994,6.3907418360000001,117.536781,banano
80,90,47,26.597435950000001,79.358989149999999,6.2108447900000003,107.3944717,banano
101,70,48,25.360592369999999,75.031932549999993,6.0126966550000001,116.5531455,banano
108,89,53,29.120368890000002,80.180807279999996,5.9087700590000001,112.3982055,banano
100,80,52,27.539113539999999,77.256298970000003,6.0498017810000002,110.32621229999999,banano
109,91,53,29.66727337,83.510141779999998,6.0100958529999993,110.2511102,banano
82,78,46,25.058021929999999,84.973237470000001,5.7386788949999996,110.4408803,banano
106,70,55,25.86824781,78.523999140000001,5.7405554099999998,116.30195550000001,banano
90,86,52,25.850369879999999,81.955804709999995,5.7932602620000004,119.08561709999998,banano
83,95,50,26.516823370000001,77.799135750000005,5.5094706499999999,108.85475080000001,banano
119,90,48,28.667251360000002,79.592425419999998,5.9864423059999998,118.2583441,banano
107,72,45,28.14938935,81.544488819999998,5.7907680460000002,91.40508414,banano
116,81,55,26.42313317,83.699504400000023,5.9155464149999997,95.123220619999998,banano
101,75,50,26.59386409,81.407403009999996,6.2425282779999991,109.9825551,banano
93,81,50,27.718224769999999,76.578531889999994,6.0360792660000016,102.2099836,banano
95,75,45,28.983334320000001,82.959582440000005,5.8298985020000007,109.022564,banano
107,71,55,29.420179189999999,83.967544959999998,6.0880644510000002,117.229079,banano
83,94,47,27.39872329,81.105234019999997,6.4693709540000004,112.1355384,banano
102,73,54,26.4020227,84.410076140000001,5.7207269060000003,111.01622589999999,banano
86,79,45,27.812514520000001,82.692854190000006,5.8076641699999998,99.209615139999997,banano
117,86,53,25.19640218,83.558298739999998,5.7033817279999992,115.8586081,banano
111,79,53,28.311933379999999,75.773637719999996,6.1650012779999992,119.69576499999999,banano
95,74,50,25.901131280000001,80.471527370000004,6.0024816049999998,110.10323,banano
91,75,55,27.486129829999999,76.112398490000004,6.2123693629999996,109.2768851,banano
93,83,46,29.382540120000002,83.504237349999997,5.765308943,109.24866470000001,banano
92,85,51,29.221186280000001,81.081836350000003,5.7407646820000009,108.8616474,banano
104,80,54,27.090621639999998,81.335069059999995,5.8791194549999997,110.1331182,banano
103,72,51,26.12643374,81.813650069999994,6.0994787449999999,104.48128579999999,banano
92,75,45,29.012077430000001,77.951925270000004,5.6744033589999985,90.434954430000005,banano
93,85,49,27.967991189999999,79.286257090000007,5.6942438470000001,119.47655570000001,banano
120,87,52,28.076445499999998,76.055221149999994,5.9054947029999996,118.99235729999998,banano
108,72,46,25.162782369999999,84.978492410000001,6.1108447210000003,90.945546179999994,banano
105,88,54,25.787498079999999,84.511942239999996,6.0204453170000001,114.2005455,banano
98,79,50,25.341197739999998,84.473213139999999,6.4359173079999996,91.064933530000005,banano
111,88,55,29.447954029999998,78.349715369999998,5.5053938329999994,96.450425850000002,banano
97,74,45,26.475226330000002,78.518337819999999,5.6777199020000007,113.11610949999999,banano
95,82,48,27.39489579,83.311720030000004,5.7190149889999997,92.781336170000003,banano
89,91,55,25.083474450000001,80.261731000000026,6.2755722979999993,94.329614559999996,banano
89,85,55,26.671983500000003,76.485416549999997,6.2753846070000003,91.733585689999998,banano
118,88,51,25.44926208,79.49221962,6.2019116420000007,100.6619171,banano
101,92,45,28.227767050000001,80.643038400000023,5.7580542570000004,98.004030159999999,banano
99,92,47,28.127950899999995,77.482470730000003,6.3239336470000005,103.50453950000001,banano
82,77,46,28.947046700000001,82.188899800000002,5.9011008409999999,95.830164479999993,banano
90,86,55,27.962367709999999,84.154036140000002,5.6444865820000008,97.559866760000006,banano
95,88,52,28.003160340000001,78.900859980000007,6.2354617720000007,94.681803160000001,banano
104,73,46,29.140091900000002,80.119022799999996,6.2823623700000004,90.451428669999999,banano
102,73,52,27.912210399999999,83.363076829999997,6.3560909050000003,90.242115290000001,banano
100,74,52,25.43480512,81.539777970000003,5.8372582350000002,96.478003909999998,banano
94,89,48,28.559809720000001,84.516023219999994,5.6534379020000003,111.0843029,banano
99,70,46,26.595807829999998,82.995567440000002,5.7274699470000003,100.5123341,banano
112,87,48,27.197116229999999,77.397062900000023,6.2001110679999991,99.469504650000005,banano
117,82,45,25.293915160000001,79.291221980000003,5.6144714779999996,105.4220251,banano
96,86,51,29.908885219999998,76.98740841,6.2573697990000001,91.999647120000006,banano
113,85,45,27.949724629999999,76.63713353,6.0374308360000004,109.09216309999999,banano
105,93,46,25.01018457,78.762609380000001,5.7604575579999997,108.3690513,banano
85,89,51,29.211448709999999,84.701899229999995,6.1581644220000005,108.5501443,banano
108,94,47,27.359116270000001,84.546250060000006,6.3874313829999991,90.812504570000002,banano
92,81,52,28.010680399999998,76.52808057,5.8914138950000003,103.70407830000001,banano
110,71,54,28.672089150000001,82.207936129999993,5.7254189609999999,94.379874959999995,banano
82,75,55,27.345851469999999,78.487383499999979,6.2810695049999996,92.155243319999997,banano
117,81,53,29.507045980000001,78.205856130000001,5.5076417779999991,98.125658290000004,banano
2,40,27,29.737700449999998,47.548851740000003,5.9546266040000004,90.095868539999998,mango
39,24,31,33.556955610000003,53.729798260000003,4.7571148970000001,98.67527561,mango
21,26,27,27.003155450000001,47.675254340000002,5.6995869720000005,95.851183259999999,mango
25,22,25,33.561501839999998,45.535566029999998,5.9774138029999992,95.705259130000002,mango
0,21,32,35.898556249999999,54.259641960000003,6.4301394360000002,92.197217359999996,mango
20,19,35,34.177197820000004,50.621615859999999,6.1139350870000007,98.006879889999993,mango
19,21,34,30.01592643,53.192123809999998,5.0742726920000001,97.728431819999997,mango
18,17,31,31.745921339999999,45.161278590000002,5.6675077060000003,93.754415859999995,mango
11,36,33,35.990096790000003,52.227804890000002,5.978634285,95.371348400000002,mango
30,28,30,31.866413779999998,52.193315949999999,5.0646133139999998,98.467686420000007,mango
18,19,27,27.755186640000002,52.346058059999997,4.7723859860000006,94.112133450000002,mango
23,23,27,34.724131919999998,51.427178099999999,5.161148592,97.312580830000002,mango
37,30,34,27.53907547,53.635495329999998,6.7977792270000004,99.35408185,mango
11,27,30,27.696377630000001,48.562248799999992,6.3947430299999999,89.856464959999997,mango
12,19,31,27.25373364,52.663197250000003,5.5667043779999998,91.873124790000006,mango
3,28,33,30.33723921,48.887048440000001,5.755049971,94.428505220000005,mango
37,38,32,31.857449389999999,45.531062679999998,5.4173405250000002,91.558458209999998,mango
26,37,30,35.399863379999999,49.459626210000003,6.1661738339999985,97.410540109999999,mango
14,18,30,29.807472430000001,52.137978670000003,5.1912651160000003,95.746061040000001,mango
40,16,35,34.164389059999998,54.16482251,4.9547395639999996,98.333511250000001,mango
4,20,25,28.932701869999999,47.940539960000002,5.6645870110000001,99.983424200000002,mango
36,25,33,27.983927869999999,53.330188509999999,5.5485848520000003,99.614656789999998,mango
30,17,31,31.204781730000001,54.49960506,6.804437106,94.629546629999993,mango
28,37,28,32.134096749999998,50.525591480000003,6.0978697670000006,98.633336839999998,mango
38,15,30,28.91862016,48.139745480000002,5.0755045369999996,97.013316040000007,mango
12,37,30,31.097791470000001,47.411966589999999,4.5464661089999998,90.286243479999996,mango
38,19,31,34.738238819999999,49.088643449999999,5.8551192679999993,90.650221830000007,mango
8,33,29,29.980804989999999,49.486132789999999,6.442393461,91.822715680000002,mango
15,27,28,33.803986639999998,46.128661129999998,4.5075235510000002,90.825492409999995,mango
34,16,25,30.07202564,50.960405049999999,6.1072955899999997,92.096097659999998,mango
11,36,31,27.920632820000002,51.779659170000002,6.4754493200000001,100.2585673,mango
33,29,34,31.409488209999999,49.217291269999997,6.8329795089999985,92.997394150000005,mango
12,31,26,35.787773799999997,51.94190321,5.3952757189999998,100.2160615,mango
12,34,28,33.361400930000002,45.022363769999998,6.1352693800000004,98.815965449999993,mango
5,16,31,35.960546360000002,48.696778020000004,4.5556885319999996,98.006442379999996,mango
1,30,29,28.333333069999998,51.395865049999998,6.4341977560000005,91.672417609999997,mango
16,35,31,32.276520240000004,50.19368841,5.3168759780000006,95.994870680000005,mango
35,18,26,31.994904890000001,50.848813470000003,5.279388967,97.387414980000003,mango
4,40,26,27.582589290000001,48.569162210000002,6.7200417909999999,95.844564099999999,mango
9,29,34,29.38471637,45.887446910000001,5.7274225400000001,100.81246590000001,mango
2,38,33,32.386975309999997,53.232824299999997,4.6913961950000003,90.216332159999993,mango
26,32,32,30.914714549999999,49.929638560000001,6.8101860790000002,90.140477590000003,mango
34,38,31,35.377755950000001,45.581100229999997,6.4540453290000004,97.415864020000001,mango
5,32,33,32.323621770000003,52.58967710000001,5.8427637729999997,93.367188159999998,mango
31,29,26,28.223734279999999,47.405190560000001,5.0241246839999993,97.768323219999999,mango
34,34,35,27.27433181,47.168080539999998,6.4227105389999997,95.257992000000002,mango
36,19,32,27.107108319999998,50.708809789999997,4.9429503700000001,92.372388779999994,mango
7,17,26,34.892266659999997,48.756133730000002,6.4145266059999999,91.630745469999994,mango
38,15,27,33.746268600000001,48.503875979999997,6.7777881259999999,92.264392049999998,mango
5,19,25,27.351105600000004,54.439451470000002,6.4413280439999996,96.27792547,mango
37,36,26,32.89300162,52.61323969,4.6505361970000001,94.491613720000004,mango
21,31,32,35.385987049999997,51.426641760000003,5.2545322130000001,90.296438879999997,mango
37,36,27,27.552973600000005,47.908591309999998,5.9106345329999996,90.403327039999994,mango
23,23,30,32.821410649999997,47.455538429999997,4.7552736310000006,90.891731059999998,mango
36,26,26,30.172941049999999,51.084590300000002,6.8146302460000001,95.234442869999995,mango
24,33,35,29.263829309999998,54.822578679999999,5.342866119,100.7586226,mango
26,18,30,32.060971969999997,51.084941809999997,6.3362346239999985,96.598164969999999,mango
22,17,26,28.698181439999999,47.718757220000001,4.7544350250000003,99.642454000000001,mango
11,34,32,29.143050079999998,49.409832940000001,6.8317067729999996,97.551555370000003,mango
29,35,28,28.347161100000005,53.539031020000003,6.9674177660000005,90.402604449999998,mango
22,28,26,27.67256197,45.41692012,4.9476830339999998,92.849915069999994,mango
23,24,32,28.121809299999999,46.168885950000004,5.6306199010000002,93.302474480000001,mango
1,35,34,30.79375683,46.695368129999999,6.2733982199999998,92.213185550000006,mango
2,24,34,28.894093819999998,54.807502489999997,6.4727746479999997,94.763229760000002,mango
39,37,25,33.330248259999998,45.61143594,6.9532465060000002,98.285830129999994,mango
15,36,27,27.78912455,53.96886679,5.6437102160000014,91.011529969999998,mango
3,18,31,31.653334319999999,48.20662669,6.3923139729999994,91.09745581,mango
8,38,32,29.75150773,46.737233019999998,4.981816523,91.405983000000006,mango
33,31,34,31.329956110000001,50.222875930000001,5.4212652829999994,89.782161680000002,mango
14,29,32,35.636273189999997,48.970477619999997,6.9425201049999998,97.519520409999998,mango
18,20,26,31.665246870000001,51.98594645,5.4358405090000002,89.980243119999997,mango
9,21,32,32.269353420000002,53.560928060000002,5.870116071,95.940353560000005,mango
20,30,27,27.81005614,51.59445462,4.7491039300000004,95.898985809999999,mango
9,38,25,34.585614710000002,50.340353360000002,5.4979468990000004,100.30607190000001,mango
26,24,34,31.271809919999999,52.238101520000001,6.8112910979999999,89.744090170000007,mango
31,36,29,33.936798639999999,52.721702809999996,6.460542749,97.461191799999995,mango
14,18,35,31.091542390000001,47.020583670000001,4.7911467779999999,91.466643180000005,mango
40,16,35,31.893562920000001,49.024501489999999,6.4841522000000005,89.593714809999994,mango
28,27,34,32.454652920000001,50.696937509999998,6.5266543449999999,95.048716049999996,mango
0,17,30,35.474783219999999,47.972305030000001,6.2791337379999996,97.790724740000002,mango
1,29,29,27.32961444,49.303472339999999,6.0520260470000009,93.531973590000007,mango
2,36,31,30.902252390000001,49.959554869999998,5.7317194499999999,91.775225980000002,mango
12,27,26,29.093822750000001,45.566105899999997,5.32307197,96.235200430000006,mango
7,28,35,30.02086169,46.783937760000001,4.6691083899999999,96.637210269999997,mango
0,36,26,34.130721880000003,51.257861849999998,5.1012063889999997,96.388080009999996,mango
26,35,31,33.446198940000002,53.059804649999997,5.3395565620000003,98.050893939999995,mango
27,21,30,35.391546400000003,52.488231470000002,5.0610818740000001,91.228810519999996,mango
22,38,31,31.533563520000001,53.06009323,5.8211060360000015,98.570250459999997,mango
22,18,31,30.764551500000003,47.937914630000002,5.9560270590000002,90.385034689999998,mango
28,23,28,30.018213370000002,50.098318100000007,5.6760325810000003,96.087450820000001,mango
7,31,27,31.328636889999999,47.59319575,6.524114355,94.673447370000005,mango
29,34,26,33.880047810000001,54.394160479999996,6.2739536760000005,89.291475809999994,mango
8,37,33,28.07802689,54.964053399999997,6.1281677570000008,97.453736190000001,mango
39,16,27,35.538450179999998,52.946419470000002,4.9349647650000001,91.545604269999998,mango
40,24,25,28.70595247,50.440301290000001,5.4450084160000003,95.894644400000004,mango
19,38,26,31.484517289999999,48.779263039999996,4.525722333,93.172219670000004,mango
21,21,30,27.698192729999999,51.415932380000001,5.4039083279999991,100.7720705,mango
22,18,33,30.412357929999999,52.481006020000002,6.6216235450000003,93.923758789999994,mango
31,20,30,32.177520260000001,54.013526820000003,6.2074958149999997,91.887660690000004,mango
18,26,31,32.611261400000004,47.749164989999997,5.4184752570000008,91.101907589999996,mango
24,130,195,29.996772320000002,81.541566119999999,6.1123056670000002,67.125344920000003,uvas
13,144,204,30.728040400000001,82.42614055,6.0922416270000008,68.381354689999995,uvas
22,123,205,32.445778359999998,83.88504863,5.8963434360000004,68.739325280000003,uvas
36,125,196,37.46566825,80.659686809999997,6.1552610300000001,66.838722930000003,uvas
24,131,196,22.032961780000001,83.743727870000001,5.732453638,65.344407939999996,uvas
2,123,198,39.648518809999999,82.210799460000004,6.2530345340000002,70.399060539999994,uvas
35,140,197,16.775573139999999,82.752418750000004,6.1061905570000006,66.762854689999998,uvas
11,122,195,12.141907140000001,83.568124830000002,5.6472023949999999,69.63122027,uvas
6,123,203,12.7567962,81.624974480000006,6.1303104929999996,66.778445669999996,uvas
17,134,204,39.040719889999998,80.183932870000007,6.4996049310000004,73.884670270000001,uvas
